"primary","celllinename","tissue","gcell_gene__nrpkm_ALK","gcell_gene__nrpkm_APC","gcell_gene__nrpkm_ARID1A","gcell_gene__nrpkm_BCL6","gcell_gene__nrpkm_BRAF","gcell_gene__nrpkm_CBL","gcell_gene__nrpkm_CDKN2A","gcell_gene__nrpkm_CIC","gcell_gene__nrpkm_CSMD3","gcell_gene__nrpkm_CTNNB1","gcell_gene__nrpkm_DAXX","gcell_gene__nrpkm_DNAH5","gcell_gene__nrpkm_DNAJB1","gcell_gene__nrpkm_DNMT3A","gcell_gene__nrpkm_EGFR","gcell_gene__nrpkm_ERBB2","gcell_gene__nrpkm_FBXW7","gcell_gene__nrpkm_GLI1","gcell_gene__nrpkm_IDH1","gcell_gene__nrpkm_KMT2D","gcell_gene__nrpkm_KRAS","gcell_gene__nrpkm_LGALS7","gcell_gene__nrpkm_MET","gcell_gene__nrpkm_MUC16","gcell_gene__nrpkm_NFE2L2","gcell_gene__nrpkm_NOTCH2","gcell_gene__nrpkm_PIK3CA","gcell_gene__nrpkm_PRCC","gcell_gene__nrpkm_PTEN","gcell_gene__nrpkm_RUNX1","gcell_gene__nrpkm_TET2","gcell_gene__nrpkm_TP53","gcell_gene__nrpkm_TP63"
"CL586513","NCI-H1299F1-A11","Lung",0.00238736354183134,2.60735923577537,20.8586744225651,1.62929454481606,3.27590559682374,9.02118275871786,34.2173360193314,31.5436775153422,0.0187422513900783,64.2201931876369,36.7937410685453,0.562992795377286,69.5775161587131,3.24249710474786,9.80689782048777,4.52071716756526,1.87540301941895,0.0870833106104959,8.53259132195951,16.1646499524371,9.21349535907255,0,19.9485745525864,0.000718671834872086,14.4763328665198,12.6317760577851,3.47168683927716,40.3452303277383,4.9621762466583,9.59326840604575,1.48776348478629,5.62985500584417,0.012064875523661
"CL131423","NCI-H1435","Lung",0,2.31947999818145,13.7183673198548,3.99108515018831,6.04089084361138,4.37265764044593,12.6000078151019,5.6557092428965,0.719448868971544,119.079487469803,21.2245686137804,0.0650583305075968,65.1685606411143,2.23299959197583,11.9500575972726,19.8896368729285,3.1803496587644,0.0044645354018527,156.970581231312,3.38936657775406,13.3691203504809,0,50.1158882750797,0.0633724375171876,27.2209945928226,9.6908759715314,1.95294578405469,31.7123266765634,6.70465894417963,16.3613890344078,1.13332767737897,18.9861340205589,0.0049482789312182
"CL131815","NCI-H1568","Lung",0,3.61117668838065,20.1161711306883,4.19736492890232,2.80199338115858,8.69048848600263,1.72316443492002,10.143733111433,0.00295426300563235,97.5654215947675,19.9831953197916,0.220982387776325,67.1212151163885,5.43325427228361,187.725100861843,17.4876166612059,8.34022047200098,0.0329437907013588,72.0583745463156,14.5570330629238,8.34188634018798,0,21.0740445744357,0.988718726562135,22.9520865779622,12.2281842006089,4.81232711565955,25.6924632864396,17.6261165368593,14.87250912036,1.97960493844743,14.7783348915877,2.28816883464718
"CL132332","NCI-H1651","Lung",0.0133336577953555,3.17280363886984,19.0475476681326,2.37810183034341,6.40014230058335,9.94373171700377,0.00928470838986058,9.57530477045079,0.0043615541085916,55.3185234220808,28.1460768777168,0.266249540262532,53.1636030544718,16.3841522117293,25.2627940261158,14.5834478562212,2.34036075436321,0.660650909160225,70.4586918458804,13.4770391903524,5.6720909146171,0,30.8126914599661,0.00234141376104082,30.0525447337966,13.9401668237411,3.42503171791095,45.5064332997764,6.11271844556685,4.21486520208394,1.3951354796841,40.5481635948951,0.0179689344899861
"CL587135","NCI-H1792","Lung",0,4.07880755987479,8.75817527470695,22.0116048763132,3.62527364055677,4.45011471275978,69.6044094134998,9.65432401255494,0,74.2980296024986,17.6924272146579,0.937677678967234,29.3470853521424,2.2548268468598,27.5789048330614,13.2925997691531,4.19480136042328,0.223926853931494,49.0575331566854,4.3925928998772,5.98424155626934,0,63.0015128857938,0,21.6358205001482,21.6610294040688,3.62950072814953,29.3141142343187,7.61210505988499,6.12750807583369,1.25882270127166,0.471617626634162,0.415076189035167
"CL129695","NCI-H2073","Lung",0.0101155889847942,3.50770923766596,19.2221519667492,4.42661738206163,4.00811858623104,3.22146817796356,57.5059965760656,17.3912601558346,0.0992668839442273,98.0245409428565,29.1000028823256,0.0583211728084487,63.7055317952937,3.57919990576728,270.418450946218,17.3603578584501,2.80096763517446,0.0983957365113834,37.5565593404338,9.57220924345722,7.32720790228482,0,111.649284764481,1.24545072695269,63.0412428206689,15.606602003869,2.07383109105175,58.2082065787008,6.18815114283267,11.4995147450566,1.67282763081587,34.658060132368,0.0340803623778891
"CL129187","NCI-H650","Lung",0,3.7842769793035,20.7442975549943,0.981268371343763,6.58475594711462,19.362112347288,14.3260890941118,7.63850992209921,0.300808510424865,121.540020930278,66.2231649974957,0.620264830639319,17.6315859702388,3.12854345897887,15.0055644893443,7.50123782675437,3.53936521650183,0.479199650990116,15.714958816265,9.67575598625843,17.4885062671414,0,27.9721745440788,0.00758980456879018,20.7670552414052,11.3386571778432,1.89022723784265,24.0300936239495,5.00248717370791,10.097002580341,1.78746270821935,6.04308137546144,0.00804730494824223
"CL130837","NCI-H82","Lung",2.56118952539383,2.53174214608979,29.4989219151092,0.052064379587101,6.84278152109994,6.04167408113195,40.106733984636,9.04094545313639,1.4831184536613,53.99259048795,44.1569600792969,0.00758522858909658,33.2779315982064,12.169213399742,0.347612024681811,3.20838292419576,3.81504615273038,0.0765172520034502,23.4184634666215,13.3112394902228,11.0644239807432,0,2.29867806595265,0.0210491132040408,7.79598946388834,8.60746342940756,3.03560547829663,35.3767998664807,2.42872515637641,0.0096008322025218,1.6060990797153,7.27993019592707,0.0343270827597598
"CL586367","NCI-H1339","Lung",0.00205169203986693,2.59251665695737,12.0394116092202,1.30998180517302,2.84258209295264,9.01297571461689,6.57901340496859,13.1813354073012,0.790250990796374,101.655116456913,39.0921673105463,0.135023463471879,57.4400352771117,1.57919420460709,15.3373384850914,5.81090776886937,3.04924998387513,0.0935488730843638,16.9694088176435,9.22894534959096,16.4809510643648,0,8.8742858119032,0.00154406027511895,15.083783132589,19.5741089364784,3.34068961965916,26.3933075372918,2.84798129008004,9.05949736860713,2.87465134037668,3.90858493671591,0.00414740505836701
"CL586405","NCI-H1563","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL585817","NCI-H1770","Lung",5.01663724841689,6.56045566448332,17.6769236161618,0.0334651940216741,7.93151861472874,5.17381901489539,39.8661535170001,15.1872298777971,0.0117613272097353,47.6622633211931,25.2088059632365,0.0476717928910428,38.6446003688218,6.19066969786126,0.0498178514786311,1.04482752061819,3.84915531044135,0.0999266744791729,11.1217314214949,2.63176778115656,6.06492784931892,0,0.0877813035191538,0.00103083021874626,13.4274456403879,0.0927277763177394,1.97943390086194,54.2967844635797,1.60363106514898,0.0301697489379674,2.04925298059788,19.0080960752767,0.0899876075463019
"CL130148","NCI-H2122","Lung",0.00363407150346739,4.53214339898335,18.2505765168322,2.09538462685603,2.2227182903365,2.41352857897165,0,13.7234720990111,0.0303127688870803,101.662871958971,22.5277829627813,0.252958853597238,76.9323287992881,2.63419409902511,22.6491991321879,23.6619863061927,2.71026411705475,0.00662795950369675,80.2412040580993,11.5137421547615,6.9615686140981,0,31.516087153382,2.20653811654857,23.5964369196875,5.78218667851779,1.49445945095825,57.8047239179907,4.90909839308346,14.5738735411458,1.41124034398641,12.0210882171554,4.05138265541767
"CL586406","NCI-H2444","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586008","NCI-H1355","Lung",0.00337561977227579,4.51670198808052,21.0363904327416,5.66314615216192,2.45961540205465,4.1666076449942,22.3750395753431,13.9473504400937,0,77.7723848997458,18.3375929275848,0.324683965123791,52.1179490416047,4.1368399528993,10.1263306196514,20.8666472557703,2.08220790557979,6.58754625719855,99.7171571110363,9.13233348595362,10.9664719249764,0,46.3249715009677,2.02369892235409,36.2405823546281,6.33214104046176,2.48010790270922,42.2083086370793,10.3406953124493,10.0090733905737,1.91393305114529,21.2106048843609,0.0784721663076864
"CL586780","NCI-H1573","Lung",0.0226222883230656,6.24010058690858,19.1852413362483,11.2249728436889,2.34619583392504,8.38832019243678,20.6561093986492,10.1330480756282,0.00908175070453065,65.1246316903478,17.7902100056603,1.07581601535427,61.7153844033717,4.2801554935833,178.917180990798,55.0115870249948,3.76813894102098,0.42384656673471,82.5792875024805,7.09619423125747,10.1713888773017,0,79.6793526633322,1.20104048123475,33.1069911495803,4.98764624804055,4.49865609245577,37.0874806745842,9.9360490823233,6.40927662342388,4.90137614397224,18.3818118240789,0.224492526380867
"CL586060","NCI-H1648","Lung",0.0124443302511077,3.73754590882419,8.97036290847788,7.2158674858374,5.56787811875757,8.32322480357019,0,6.87499184967205,0.0122119422671014,132.019507334954,19.9448231406685,0.979090498824876,94.0640959867195,2.65069827110652,38.0534027823452,24.4740097267748,6.89714634864314,0.0226964485636215,37.917093716776,13.7365045115187,8.31718226848546,0,369.623347303246,2.22988773978019,15.3236642845117,20.1844371523851,3.40267513123093,26.5510279345005,4.84357851198913,24.0459969261122,1.38558311399006,9.25729202816654,0.179234115185638
"CL129693","NCI-H1944","Lung",0,2.47887188991654,17.6131733239264,10.667219885677,3.03864839116647,2.98837451634749,0.0663063387366069,21.7254712490922,0.0622956956748658,71.5461879969331,24.4417420056832,0.241023732172099,26.9642346645328,1.1113784788854,3.30010893572831,12.0380564971137,2.54683183703703,0.0192965626282695,198.249924253305,9.76991355327945,5.07412389979318,0,31.5761808034072,0.272315121172943,47.7084960708282,6.26398547836855,1.65750533599315,58.6055216057189,4.94703413059117,2.40666616610707,1.33553907602764,31.6420758129674,0.0320810898684242
"CL586455","NCI-H2023","Lung",0.0025736508011435,3.47033321714557,18.5833908684412,4.0913483785469,3.20985624142376,8.42842909501027,0.00537637853453956,11.4748843341459,0.226040297522797,79.704262255196,29.5262752487877,0.275775581559491,69.106271994815,4.18955399020908,42.4982167390603,11.407399274176,2.62466880476304,2.77880265593377,80.7779600542518,14.6622320144012,8.41687963413495,0,62.8154036799697,0.0952942726458642,36.8159071475712,23.1008639923345,2.82047135683284,38.1393652582664,6.10900793530254,4.31030091415291,1.8423819500353,13.4745944929889,0.080639086289622
"CL131245","NCI-H2405","Lung",0.0140843232137998,3.29557070928727,9.21390383114034,1.51025002387539,2.4657267526901,8.42489410365206,0.0196148477658134,9.30067876865397,0.00460710322123897,122.518538456602,25.8707653072142,0.178250070226462,41.5799417032399,2.84933799850563,34.4986433179206,22.2906985092032,4.85342672067781,2.35040907382283,17.9835058350911,8.70473464567269,7.48185629094285,0.0664421399105933,78.8863087087232,2.74705403525043,25.6080852793569,12.5242731033709,4.11328944634229,27.8731878816378,7.97803240537617,10.7468426418321,1.9973920092657,18.2244341482336,1.73197602718664
"CL586722","NCI-H2452","Lung",0.0118082244780004,7.07017941323657,13.6109025090678,5.00704394317232,2.84705180075487,7.8908399618988,0.0164449879489837,7.7586171240013,0.00193128587735071,52.0732814811745,40.1933522639692,0.546300648249722,46.3709730951715,2.64274831695935,45.0590232002829,3.99254425902827,2.45329636906193,0.746591538068851,26.6562202913813,7.08479280244067,10.5262753090648,0,77.6734408359364,0.00177732427497746,33.9561943679033,19.9524821770656,3.85964753343677,29.2386690522961,9.83181740107154,8.12422049203817,0.835238281800855,4.93455097310067,0.0318264073286999
"CL586724","NCI-H2595","Lung",0.0100937193504763,4.95970885821079,29.8702919112012,3.80874413319272,3.89208527091804,12.4095243798431,0,20.6400580868306,0.0808926884582788,82.282291665213,26.7545128685764,0.0425817687688808,71.045833893556,5.34272492908195,20.9695616734772,20.9355021907634,4.00977674977339,0.368186278298624,73.598686277549,11.1443856639059,7.32048309099729,0,119.575072498602,0.138759461367927,34.3736737525161,14.3442600907972,2.45002937911422,34.9653710893223,4.24269800062374,10.579964319122,0.664580212468106,62.4325872273971,0.0136026726163763
"CL129179","NCI-H358","Lung",0.00298388842036742,3.84508350517777,22.2354792949059,4.30609219590969,3.67389456986517,7.74989629572303,17.2664305500587,8.05119219845828,0.0292816667395628,142.643714373525,40.3583574690819,0.87738019959248,45.9170696420874,5.07915424652268,10.7674836640374,13.1423292086255,4.78741485897971,0.0108842611351345,35.5345924511269,13.2032729440259,22.586627577787,0,42.0817395827105,0.653922116502249,19.1097934633021,14.0851033496565,2.92594985889156,60.6348382148447,3.75611788412461,18.5124547059722,3.27478528515132,0.0112675317104627,6.47513619189239
"CL586376","NCI-H526","Lung",0.0382627220443425,4.77327845530094,27.8975195673766,0.230112796898704,5.58065480124625,14.1067014010977,34.4995155993364,16.4344798891741,0.00144416138841798,63.20021793563,42.5631053358995,0.242124977818498,28.188729494786,9.25709602228367,0.0291173162242428,2.98208488484932,4.52300663305659,0.0322084732661384,25.3803692877623,6.84916774886797,8.39228190372353,0,17.4260568390589,0.000443011074076275,21.5786961195838,2.81491716933206,2.19021868750588,72.4891498793295,3.01905465861343,3.99582215336722,1.47871969474932,25.7849744485568,0.0237988943714649
"CL131993","NCI-H1734","Lung",0.343410272037758,4.68959388639874,24.221340860347,4.5003844965392,6.03702531513509,8.13548315527323,56.2573786448785,24.1711418011507,0.0347287353610455,92.3166570014776,60.9956049361881,1.6157146909889,45.8413059418557,5.24322722633548,19.8726740884707,15.603287299558,3.27064104211764,0.138652071325452,26.6701123493369,16.952840846807,20.18173030354,0,60.5781686236129,0.0611583494428815,23.3400189392371,11.6945148537631,4.31023664445329,53.1466733332126,2.81725407708591,12.7973377795128,1.83922328019089,31.6666728892497,1.04128310073058
"CL131775","NCI-H2030","Lung",0,3.70219808009061,20.6250123967874,5.32050626592402,1.85588751638305,10.1200850946291,10.6102969824117,10.4287467899698,0.0142679148396386,80.2032577117421,48.353223169567,0.425267159414839,36.2711785439079,4.37043224745197,19.2344744803134,20.0139591427711,1.83327400093892,1.02534591766738,46.2368025686543,8.52596876429129,5.62035870705978,0,57.2926389066973,0,26.9751992130891,3.01052855176483,2.04576918573402,42.6369217540543,4.93582974120707,4.08362370687151,1.07314026552481,29.5376390860163,0.00979693708094927
"CL130150","NCI-H441","Lung",0.0124297987965989,3.5303118221937,28.8723940146822,12.2840310863969,8.58583966361379,9.00325653983733,2.70045942306343,7.75699899479602,0,167.747212753264,23.6440856675707,2.21938955329469,77.0604049019769,2.99883512790769,15.6943634886773,31.943718659815,4.46471962424607,0.0170024591531187,87.9903953206542,10.8974319629541,21.0970449831845,0,216.888117139825,0.573425034667338,31.6653959373235,24.1272532421145,5.81250123669158,40.4225914204205,3.38268636769466,24.8591673657679,2.49556803489024,31.4708947690372,1.0427410596592
"CL129259","NCI-H647","Lung",0.00507695242309436,2.39913009555676,12.4687619295994,3.25397980590909,3.03097642185645,6.71826342467256,0.0212115940641795,14.651390710968,0.151955403247433,90.4372280217404,21.0369979049311,1.32790576106893,37.3737477989439,2.97369270893238,6.39485342918911,10.3616604990488,2.44694505487907,0.046297706347217,58.7803910487617,6.06578296144091,9.30604440521894,0,29.9034926520939,0,27.4784111288673,18.0473056276834,3.27534200421845,32.424740502604,6.38344794697672,9.76335747558511,1.67135720881287,20.1345530587634,0.0487484692242022
"CL586355","NCI-H847","Lung",0.828593198419392,33.5090339594721,35.9775879686437,0.0338342417448808,7.5985491887714,9.56859094831426,13.9680451011188,13.8740757843703,0.0509615522747646,90.3971787047862,22.2591156409979,0.0350527332757685,267.156114193314,10.6350216409225,5.42220054078664,4.08025142630298,5.45171670786304,0.294666885992858,12.3519047663819,7.89889084174005,4.73826474158185,0,0.00455124814621094,0.0024317953709836,13.6897420893589,7.44794529847235,4.28543082899003,34.1456667861576,4.54946384719804,6.67171882133033,3.70910343358829,32.8705701725719,1.12675198042547
"CL586837","MS-1-L","Lung",1.47066234416003,4.56405585555623,13.9599372128405,0.111414453867282,3.09883162455376,2.0858220800601,56.8055647766945,4.39742312364714,0.526216207627211,26.473230792365,32.2965851199208,0.0783253863207304,46.0304791552596,2.81377943020036,3.21003915661618,0.745394203045201,1.8744478824458,0.133666973285978,12.5656792267021,3.02745908722085,7.16647306904962,0,0.0216776696996007,0.000735408336988157,12.4488527454038,0.0190441203862134,2.39375357076224,47.9972087339121,4.454843171979,1.04095522837793,1.43225445337261,21.7938776483911,0.00987667484857413
"CL587137","NCI-H1373","Lung",0.00249180204158418,4.15967033899358,17.995779955693,2.05773061826959,4.41979870469887,9.97916686369594,29.6082911728352,11.5345141902175,0.0134489828961182,85.9061707201857,44.0466318011136,1.20888182907214,63.1425182069909,2.56236673743951,65.4016760470275,18.6765997195653,2.64027478926971,0.149973268064207,31.9008892682313,13.4740791770818,11.2954543379977,0,212.855847209212,0.492072896135954,29.4612200735122,16.6573315743429,4.01573643237197,36.2862723942153,10.6989358974613,18.2376395596667,2.73368081892865,1.67956945426179,0.0730374865077674
"CL586012","NCI-H1395","Lung",0.105665689415591,7.00890043628357,7.08813946293739,5.45828173504828,3.27157347743144,2.39329419664796,1.86049360061784,9.09051036892423,0.0111099071342878,35.1507678016909,23.6031924311069,1.6652525835774,38.3690672659904,4.56682618806145,6.40373557141921,12.3143736988957,3.09833230158762,0,45.0660919099758,7.85128767133189,12.5564985949418,0,56.2129710258876,0,20.213639498066,9.1073455669645,1.82835292490617,20.9745317829724,4.90757922509681,2.24881035489475,0.857771820459152,6.05635187151294,0.00762851912091763
"CL129703","NCI-H2106","Lung",1.42003732928964,7.58432425038418,16.9693433747457,0,5.44548881237253,8.51389011071276,24.8280651820392,7.51938321530283,0.29284100390789,89.8141644715088,52.5000436046878,0.143254108579284,40.9176250696157,6.96585718489131,0.0119762425067044,0.707035018839872,2.07891723885893,0.112605162883143,14.0591514619825,2.55811281817931,8.55959617765894,0,4.08864425178486,0,14.2886035684585,0.0337754774986889,2.44048440115547,56.5474419477805,1.04497724214351,0.0412092410518828,1.84265944780178,34.19397239309,0.0208010354526408
"CL586165","NCI-H2110","Lung",0.00248331738751633,3.77732011097056,14.4691929229018,8.41727144311303,3.35474149625018,2.02840994883823,48.2660934114398,8.57355510916709,0,233.701924815123,20.3544183765499,0.524858732393383,83.1116876283642,3.65960973653481,17.4902160327911,32.7925525299716,2.22031315593899,0.0135875095442507,103.371824582617,13.2797657590696,10.2140558188485,0.0351448029413523,35.6636787313473,3.10983700885466,22.735453033219,9.63860541834888,3.34465819453805,86.0498377993407,6.15765602207318,6.736764460051,1.22367651345145,30.4387598866278,5.92350168318492
"CL129260","NCI-H2126","Lung",0.0708629540437905,4.16247665373138,21.7137232435978,4.34404116200145,4.94237283664125,10.5845073862831,0,11.0519234760307,0,116.584564513646,30.1379416811879,0.54625458712443,54.1569428913254,3.05305617337042,53.0722757548304,26.0292525752054,2.88336916570399,0,26.7019472953605,19.8950748225898,5.224874646586,0,34.8763972045845,7.46134744233147,18.1344243861671,5.22677608811759,2.46232169472228,33.705885286305,4.52765156052936,11.4624333211806,1.68310473873846,2.37787786131028,0.0325559862012399
"CL586729","NCI-H2722","Lung",0.0163723212863617,5.37429890640697,9.4013690947901,4.65609165746328,3.5004947154185,9.88517200819802,0,19.7578256166435,0.0642663247577148,69.2593965545901,34.3374346491644,0.455854940594555,77.9205251894156,2.44795330591072,36.1360028636327,15.5089596072548,2.8537753675921,8.17579663780905,19.4510629515681,11.5620870900904,8.31035440873162,0,104.052893999611,0,31.3226535326739,32.5189247514802,3.039889747519,45.6420728335334,6.38498947070367,12.9481379768791,0.942021681217337,51.5673233637411,0.00661918521891529
"CL586514","NCI-H524","Lung",2.35457099192481,7.08656198963532,17.3196521485389,0.893109838585717,5.29343707691549,6.07620691187954,38.175419400653,7.30942313516171,0.27657881874267,109.693798056583,34.5097410113883,0.0298057420148795,25.3607820739749,5.87328786451588,0.166246491920213,3.22502881537768,1.49869810963471,0.23530724469245,10.7684049177856,9.06999826660667,8.44811658019345,0,0.32709732273759,0.000462361540472223,9.54145887688019,1.31832397580989,3.21494516554806,27.3037101905215,1.8369175829318,0.321080609677154,1.1265642683159,12.6842451571093,0.021733614222424
"CL586784","NCI-H841","Lung",0,6.61460824014571,34.5518466839304,1.66393316907327,7.08399981894525,14.7360122114818,28.2674945651311,15.636173684853,0.00306105241468773,79.2624017419651,40.1445160413362,0.294108483034296,47.2823726263243,5.68713772081163,16.005635822269,24.2535124633227,2.32467740087051,7.75993887028976,35.1121593940331,5.8476930426931,8.58285361363147,0,53.7007397022788,0.000234752176749463,12.4243518502174,18.1535856755404,1.96940001060235,43.3522646137311,3.92201977819389,0.0487187458928496,1.7568314318426,70.3228201463238,0.0520206506395398
"CL586133","NCI-H146","Lung",0.00930077132463019,13.4832530706804,21.110834025421,0.00378726765163843,7.65495671016017,9.24093037227352,45.8242182991702,13.5313742339688,13.0871015952789,47.4134029218763,50.6483150032342,0.000980915161612232,56.1831889072672,7.12741124629334,0.0121778717456416,2.40729311944187,8.67555701759696,0,13.0262052795402,8.49924314657462,11.2122266291431,0,6.39383012501404,0,13.970739718889,0.0162180536434757,5.58880669031101,42.3032273214526,6.50792418189933,1.00194801264979,1.30080241170416,3.85451469266045,3.66386425115611
"CL586374","NCI-H211","Lung",0.00288864488197496,3.6430397875866,31.1964100844916,2.52659401807546,6.06854204327969,5.36015822894974,9.44987645002044,14.4131252448852,0.0807889993904931,92.0237420869109,26.4158786714194,0.00853030710525005,35.8833237448682,25.8858366612112,0.0134478870531191,10.778414981668,14.285631580653,0.0474157956221305,44.5948220361853,7.37341816172988,15.9381258280445,0,26.4128247766032,0.00130436002806907,7.35367956987351,5.64739149738195,2.67332917449613,18.07319437257,4.88558425691664,14.3747217085293,3.11816595786038,16.0945774271514,0.0759104885689267
"CL586458","NCI-H2347","Lung",0.0118931524162943,5.32263132815575,16.5273889120426,3.82103503373232,5.9221844555353,10.3971696822282,25.5902440262986,7.70596646755266,0.0131299393956764,216.608193667621,20.0362551601866,1.10882173485491,90.6267809291569,3.06479370415432,19.6659330395294,32.167769306151,2.88205462144719,0,56.7109999961007,9.90388043332561,9.3908649900218,0,123.985060465088,1.04184243171303,20.1324874499428,19.0074193640299,5.7211304715723,37.8203659326569,7.34652488388248,17.3369345564171,1.39029957247216,1.93113062008292,0.348601511935382
"CL129184","NCI-H292","Lung",0.00409576434031477,4.50067814318633,11.1355166184631,11.1942226360343,3.71409030085169,11.667091604848,0,14.7179946078699,0.0462217107328805,179.713062125864,22.1773735468203,0.518356665215427,61.2946275140557,3.33115808042788,56.3565228904411,35.6020355488508,5.92432256796643,0,89.1865750444986,13.4383200694833,6.95449791150736,0,46.604945609078,11.1588541397441,40.7289820596196,15.3525983184956,3.61817740834597,34.6338319049837,9.03377835646294,15.0738577803021,2.91483067556696,58.6243001759502,19.1626878469021
"CL585717","NCI-H322T","Lung",0.0463277254224817,3.66178161763182,22.468488668424,3.30302307238937,3.28714996256715,11.6273596464469,0.00439904611917625,6.56035626210819,0.00206648145201092,179.048541199501,29.4219307205531,0.458395632104621,75.3049452014011,2.97392194368037,47.0270692002149,11.8817474410154,3.00521154610753,0.0268845465120785,34.6846275815528,9.77773550209224,12.2692583192608,0,20.095665397273,0.0275752603625805,18.4823141133047,9.25247779635099,3.95724846123813,38.0017398222608,7.17851131044479,11.8469549567687,2.36761803585653,36.8445854394173,1.75592729403027
"CL129185","NCI-H522","Lung",0,3.50278676785295,35.0608178545865,0.131981052061863,3.09753009963839,15.8257091675697,55.7369935557953,10.7964296144142,0.00298187232980331,74.8711438974319,39.4356241755688,0.00769129648529769,48.1181363764627,2.7824583216035,0.114347379644518,55.9657616575111,4.36255550234708,22.3081757980036,37.7713119628175,11.7967033249712,5.3461083250177,0,0.303586016330429,0.0106717265342266,79.6456480352937,25.1312509755922,2.89880676081164,42.7322623145272,8.88728158632407,0.0421853694278618,1.93948761887946,0.478091253756158,0.0204747616781028
"CL131771","RERF-LC-MS","Lung",0.050803551040385,6.08924017011386,18.3912120135013,4.05468548689938,3.42254782963195,11.8170062934133,19.1150215879872,9.39398643536617,0,94.5464248973985,28.9422336542746,0.540567447339132,98.0725174223413,1.78579287591426,14.3714149299696,12.4508721289634,2.06854329688712,9.69814874640121,58.4701933311783,9.33041249872625,7.24976831273507,0,31.1000839519968,1.68568064308547,23.0793746360566,13.5139795149839,2.64888710687142,45.0800194940513,8.39242233658991,2.61778551892512,1.77308643092397,0.756704162512487,0.0171161899929164
"CL131233","OUMS-23","Colon",0.0669972264785765,4.63669543434984,35.0979344233987,5.2808655592961,5.5676248566811,12.6019917119341,27.2967654170748,14.2215455492839,0.00587018807893508,187.66279406431,33.0811753167016,0.0595556921917612,40.0114163229881,15.3789723239437,12.2685688750474,10.4189150346447,4.52810850980446,0.0130920129373285,186.467003200063,16.8171408617103,14.6413480208093,0,9.53325582277151,0.0442981894749994,21.547636805738,6.41949649768659,2.4851317605094,55.6768833553932,0.00874057804020897,11.1577064507001,2.16845337416936,48.4882082909199,0.224913759727628
"CL583697","RKO","Colon",0,4.50979813392167,8.34905624817202,2.89816227641723,3.59354750989206,8.94048821797235,0,5.95103247800052,0.00707878016871334,90.598060716333,50.4048814446579,0.014201181042959,97.2576461121056,1.28799073310937,1.99252535616769,13.0658277679574,3.40046666856612,0.210499743910788,17.0967036927724,4.89309558003394,7.77029064726981,0,12.2423218780834,0,11.0524057402399,7.1267664946001,2.73101020440377,21.7261069018446,2.65962979120013,7.89993557574219,0.726027350230263,9.98763934272771,0
"CL129450","RERF-LC-KJ","Lung",0.00237876253907453,4.01741280417281,21.4192616594501,8.49682640326401,3.67527924482225,4.83167846241962,20.895718487346,8.18463184390264,0.00233434103789845,76.3634657395138,41.1365955438671,0.242850458948222,56.8687786763374,4.24053640266024,34.4974081402314,81.2210280653747,3.44331982388459,0.00867695738119276,31.623286246518,11.9951860269982,11.131088972208,0,109.027540401458,12.0319789175947,34.7932241139439,26.6121084495878,3.31770665254733,54.382370775819,9.544495478788,10.1722013636634,1.89340634096293,3.56156186187828,0.0769370185818067
"CL586504","RKO-E6","Colon",0,6.98385200173024,11.9880511796678,1.25158420811409,6.8003195304256,15.1657178229973,0.0833878037863324,7.93173843805604,0.00122412439807981,91.2129688507257,42.7664017847469,0.0284170225122465,103.203765282329,1.34404628747541,2.94138374005831,15.648651633817,4.68107124595004,0.0591523585314378,14.1476132713201,9.03715752947858,7.90450887008275,0,18.8394408385305,0,10.2693387035583,11.9045473237707,3.50674120697644,21.588810245862,3.18060050740676,5.19940400801616,1.20319689938823,16.0813337824485,0
"CL587123","PC-9","Lung",0.0154318367146028,2.27856944010907,9.84777774838364,42.0313037665293,3.22554633154778,2.61885730080854,62.275898061436,7.59103905415958,0,60.2101322321102,21.0629168823993,0.492166315668143,58.4695650939451,5.77117920596609,33.7243612237658,46.7727907203672,3.56213662716744,0.0112580711430094,97.90632008905,5.58679533959372,8.18142007107049,0,20.2511308012803,22.7121687991874,19.6178561024481,6.64430431202974,2.7824434878275,29.482732977855,2.44200994954754,6.94389733884018,1.94149109372006,40.6567399815393,0.0467921669576117
"CL586653","RCM-1","Colon",0.00946533603608108,0.71900957065088,10.6351695365777,0.905755397759901,4.24130066940136,4.50907147198743,9.33293526340026,4.50453023055174,0.0069664338023162,203.097117502984,35.0970271414849,0.0738720646339258,69.2578792422406,1.1483530648003,5.71883923010205,30.9914833110701,3.30835434237001,0.0302106774132801,118.141129493473,9.64775237333599,10.0342429809161,0,27.57000754274,0.270689686872636,21.6299953913019,9.02144451660625,5.29295282995525,27.6533389571462,4.15606055011973,11.6788929231029,0.844504822831926,2.3009092432255,0.0167420397741641
