"primary","celllinename","tissue","gcell_gene__nrpkm_ALK","gcell_gene__nrpkm_APC","gcell_gene__nrpkm_ARID1A","gcell_gene__nrpkm_BCL6","gcell_gene__nrpkm_BRAF","gcell_gene__nrpkm_CBL","gcell_gene__nrpkm_CDKN2A","gcell_gene__nrpkm_CIC","gcell_gene__nrpkm_CSMD3","gcell_gene__nrpkm_CTNNB1","gcell_gene__nrpkm_DAXX","gcell_gene__nrpkm_DNAH5","gcell_gene__nrpkm_DNAJB1","gcell_gene__nrpkm_DNMT3A","gcell_gene__nrpkm_EGFR","gcell_gene__nrpkm_ERBB2","gcell_gene__nrpkm_FBXW7","gcell_gene__nrpkm_GLI1","gcell_gene__nrpkm_IDH1","gcell_gene__nrpkm_KMT2D","gcell_gene__nrpkm_KRAS","gcell_gene__nrpkm_LGALS7","gcell_gene__nrpkm_MET","gcell_gene__nrpkm_MUC16","gcell_gene__nrpkm_NFE2L2","gcell_gene__nrpkm_NOTCH2","gcell_gene__nrpkm_PIK3CA","gcell_gene__nrpkm_PRCC","gcell_gene__nrpkm_PTEN","gcell_gene__nrpkm_RUNX1","gcell_gene__nrpkm_TET2","gcell_gene__nrpkm_TP53","gcell_gene__nrpkm_TP63"
"CL587290","1624-16997 (Tumor B)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587297","1624-17095 (Tumor B)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587298","1624-17147 (Tumor A)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587284","51BLim 10","Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL129312","ABC-1","Lung",0.793214903885247,3.08213685099604,16.1079428676343,8.65290785308169,3.80242765218527,5.81620704942138,12.8965112206766,9.04477450405196,0,52.8947104431686,35.1926351677152,0.334628816677746,50.2464301913332,5.1579320782618,75.826033461349,24.1149951801361,5.97809977266594,0.0856596242942711,24.2146487631457,13.6625971011397,8.94103057224834,0,52.835890993013,0.450859517657681,21.7540954154666,13.1549536013786,8.65607580570853,49.3107166834216,11.4644193438744,6.14006559424656,3.89988235321892,44.0029923232861,0.0685685418275879
"CL587299","1624-17147 (Tumor B)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587291","1624-17091 (Tumor B)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587289","1624-17095 (Tumor C)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587293","1624-16997 (Tumor A)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL130497","A549","Lung",0,4.51380170774326,15.5711869515335,1.34796340131982,2.43242742043342,4.46618135572296,0.0209978871396022,13.1350326628481,0.00164398307912913,66.2625838727947,20.7194249106085,0.19788580050665,71.8325767633993,2.21873371262738,34.4154419109335,11.5185739757246,2.14954792410707,4.82755903971073,48.3119487656293,9.63910573641558,8.47920678437993,0,56.7169318091674,0.0282412700321386,21.0190039730605,7.43845079020379,1.50665363150515,32.0481989823052,5.57621103563279,2.85266862888862,1.03275663082999,23.9439734624922,0.38605862507119
"CL587292","1624-16997 (Tumor C)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587285","AB22","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587288","AE17","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587294","1624-17082 (Tumor A)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587295","1624-17091 (Tumor A)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587296","1624-17095 (Tumor A)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL129457","A-427","Lung",0,6.98636951269722,20.2986979592096,3.67085353572519,4.93821217228585,10.079318047293,0.011511103099296,9.49386816576661,2.01155948578612,92.2568169426376,33.130354540342,0.158073150959155,78.4409637777692,5.73067765985659,9.96615522119086,20.3553297688085,3.02591206119733,4.94456632255612,36.8615639896313,11.8908219005289,16.7966809963177,0,16.2823494985766,0.000829390005579639,22.4170920755053,10.155640273751,10.2271498743845,27.2252025026228,4.66183225623407,0.759117686097902,1.25710673734934,10.383014995565,0.0055694333309544
"CL132494","CL-34","Colon",0,1.48146886158055,6.27049390186259,1.90537418051348,1.88218326137413,2.41289790172895,4.16871828523121,1.86984031249356,0,140.618595257308,35.2292563615007,0.116117264111726,74.2057926876725,1.15941740889415,4.57070278547172,23.9265904417427,2.37688125723473,0.161359737562495,45.6138980503386,2.79768135239698,6.56120641754466,0.139121795666662,22.7280796308355,0,26.0553538065748,3.09351688756811,1.31187278649976,34.9870497400641,6.92332441969211,3.75568022642422,0.704950998950378,42.0388388514759,0.0198714963312382
"CL583701","C2BBe1","Colon",0,4.11603324409166,14.5921465469334,4.91416412837989,5.41545813392415,15.3958818169173,3.56944103168813,7.73441388291145,0,58.685159661169,27.4207411516761,0.00340013847613099,39.7499688816827,5.3982838814006,6.77112720778104,21.0377272880935,3.52225979320917,0.0391993840688464,92.9979113611084,15.1734055406222,25.2887240901142,0,21.0980473220182,0.00121312682119216,24.7607914291809,8.04447252895156,2.03233265455633,48.8700304059299,3.15420642625275,0.860729735201291,1.39369937797976,0.623913242682962,0.0244387884125774
"CL131247","COLO 201","Colon",0,0.905692658000414,8.84643993182729,2.90762804243546,1.37391147884766,2.6829066230845,28.2788589713942,3.24216254640147,0.130533849016438,111.787000428784,26.8181121813915,0.108977818318371,149.501498723707,2.05344100012171,3.51135781761593,39.6254116483536,2.8879009213468,0.0140639465870683,103.186903903902,2.89250746606867,5.47414563887255,0.163697095039181,10.0813329524324,0.00174098152018117,13.7211475888171,3.11952579487465,1.49047828262186,28.3146463499093,16.6362575303147,21.709513780522,0.66940307692863,28.5141625070243,0.0194847627811643
"CL584431","COLO 205","Colon",0,3.23121685051222,24.4902046545281,2.99556175340857,2.17796719276489,3.24672569549457,14.1378812012036,8.98378452865794,0.00286019148298676,125.039003631634,18.824982440565,0.0442646329566206,86.6085551394526,3.40537312503787,4.54215947717839,46.2744821775802,2.77194010466842,0.0106315911844096,150.805927662888,8.41472347900859,6.3414951683296,0,12.9946939822556,0.000438696294992982,18.4964814645241,4.07661531545074,2.53670958250248,36.6631810919578,8.87738688326452,27.5325828835923,1.71244471085075,23.4812250923697,0.0382965393407452
"CL586431","COR-L26","Lung",0.00712112992873788,4.91406387975851,29.911327948611,0.0309303379468355,7.89043210349904,10.8345953362255,3.48596641026908,11.2214667613856,0,59.2886196385967,26.1728439030561,0.00500691399390459,15.4371920531568,5.85152563321366,0.00414399116562484,1.02281624554769,25.6233714700377,0.354999617824683,21.3329229208913,12.4550098966031,4.74012035546143,0,0.18722819307331,0,9.54271749375654,7.51565768649503,5.82593477627512,36.9166366955583,11.8705943694391,0.880263275056764,4.55821522232058,43.3381475026104,5.01187670893359
"CL585685","CT26.WT","Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586609","COLO 699N","Lung",0.784292514716485,6.41377057836853,11.7103225469765,8.1198136728863,5.34447516423297,4.22264502292344,6.74301436313077,5.97591812594771,0.00120257261702887,175.090010994714,32.5253547634197,0.033086478184323,91.0731198847531,1.67268609948155,0.218217428523711,17.0486048476395,2.71020500624151,0.111751787510267,58.235950515848,5.14404199037529,5.36800369389226,0,199.789039106535,0.0011067038441769,34.6320816860669,9.67373084531332,3.70808776486108,34.1397431891813,6.32620245942159,10.6004862941,0.607452188756306,12.1795205072192,0.0693618083177903
"CL131251","CL-40","Colon",0,2.86511851641395,6.2300694284688,2.39669134508983,1.12285661801146,2.26908392794258,8.33953923222608,1.85119399775824,0.0816157198005411,152.048693825974,25.7509492011055,0.0971610548548844,82.7987220146258,1.78420765500308,6.21732586941896,23.1859596108287,3.75377785344965,0.140018323243585,82.0857336372551,2.3291634796759,18.501696275334,0,56.6052766851193,0.0134811628854818,27.4142135688015,3.07109991556291,2.26435585379061,29.5445535469175,8.66559396068905,7.94242063512716,1.07318295995761,29.3521377073812,0.0517298857572212
"CL586334","BEN","Lung",0.014668248099384,4.54464774338044,18.2322194743841,5.3182705896657,4.02551142315853,4.6167824389168,11.1782365218219,8.20218541853387,0.0935631464028486,39.1515580765442,31.1112420333396,0.392319573981881,54.6201039170661,13.0454515555803,0.389235999949171,1.24359184257176,9.15826183822213,0.00535050310926093,178.030929830748,9.47394868852769,169.725778479109,0,33.265760011175,0,21.5208547749197,1.31197505132297,1.92559269932852,62.573506036551,2.55050724485146,1.16545056407231,1.34961966868034,16.8105975959836,0.00889536516923564
"CL586607","CaR-1","Colon",0.0130533856717115,5.37118380458226,10.4515287927112,0.574055598822747,2.81865757040359,10.3770534128736,0.00545372686125671,9.06310957890508,0.00256192481228888,70.7375491883863,30.3592748746666,0.748918485042631,66.4572552935581,1.71276080184935,48.3691944840764,26.2745729274119,4.0736007166097,0.0238072672856574,29.9175739492427,5.09456051382016,5.51277977388505,0,70.5041461303254,2.94121682768603,24.1180616760466,18.6891544824455,3.40258396730171,46.0821472966096,6.8358499913968,22.3801311935473,1.68057567728702,43.9184580291434,0.0131934219930938
"CL586163","ChaGo-K-1","Lung",0.427844389092382,4.42525724853812,16.4587142475633,5.09509231072721,6.60852021847192,8.26822842696895,14.0809006995102,15.64103952298,0.00502820041826489,40.3518481746769,27.989872769834,0.0734938086721853,46.9540682714843,12.5807290965969,62.4688726810942,22.5260248876626,3.78005904438107,0.0654159696838065,42.2097465500566,11.4040892445494,2.8160017425791,0,69.4658668763652,0.0273785088172972,26.9120519658266,4.14779502658347,5.68403123097952,68.3064365682132,10.7118497658891,7.01982654459298,2.52269061105522,20.7705321774429,1.14452668525973
"CL586272","COLO 320HSR","Colon",0.00774201509434284,4.87486949881591,14.5323233447756,4.35681469215967,4.70439020626337,7.62400985403253,6.97466479006213,4.15064258011687,0.00379871955562764,69.8593572326679,25.9002749653342,0.000816519374835141,13.6562955498461,2.80118379687924,0.00563162771852015,8.62396978666577,3.75430805494052,0.0882511572649182,33.5357940305475,12.1559618993795,15.8098426412214,0,21.6268125033008,0.00116529554380115,12.1674050018935,13.5198532885549,4.11590741648422,37.9968078506769,4.25488246226592,2.52068455804386,3.40179557408555,27.1006656228148,0.0039125355974859
"CL129453","Calu-3","Lung",0.00754587342234321,7.49076809173052,8.62600785784845,3.8592790958733,3.97317619904435,4.6437322509955,45.6823161446261,6.95491305139684,0,104.991476867451,57.0727880022333,0.697149792954482,59.2992678667366,2.47527280250268,29.2758748622692,1010.22230599707,3.7220386452896,0.027524908860815,47.5354189470402,3.91067736475923,12.8331363078507,0,138.388312174285,0.0011357731244375,33.3670662104246,15.634778391364,6.195317262668,27.9440720334717,4.35519860685491,24.6649391224511,1.4683311930716,38.5240925381723,0.0228804759633809
"CL587035","COLO 320","Colon",0.0726986029747662,4.853318895752,17.4350460315687,2.05904065080015,4.3283435597511,6.91216334179138,7.26857138320328,6.87700157154903,0.00198169484173046,60.5964753819653,27.7513093773599,0,14.1449135939578,3.09628153305593,0.014101805541886,9.3999588195032,4.00819771868504,0.353574695146448,26.3352317829025,15.0517385599128,17.0314022126523,0,33.2740446752121,0,8.60921738214419,16.06211047929,4.33094329744233,46.0466792294807,3.18380428013153,2.11075590720472,5.45303792469841,20.3601529292174,0.0285749766396772
"CL586312","COLO 699","Lung",3.17997155191194,6.2250839122609,16.1645511665395,9.22125959049073,3.64794351183338,4.20956858529232,14.1198494112546,6.29847600507084,0.00292326754918101,159.169620990083,33.4429697095037,0.105561878295833,59.2624814429571,1.40902394415878,0.258292342281512,9.57313068825812,2.97072194160721,0.116810044422518,43.7982070572636,10.582681680419,7.60999734833476,0,83.7436467687335,0.0100883453577711,29.3451570979885,12.2019434876135,2.63478246548207,29.3054030554921,4.14157467938492,2.2809574330147,1.12370689927901,13.0090983830973,0.0376356696633543
"CL130142","Calu-6","Lung",0,2.95509883061796,8.00786069067313,8.19174465525713,5.78350028058171,7.89363809389435,62.8285423008628,4.31881239449605,0.00351024376902629,211.521482016263,21.6329799666843,0.147884484006565,60.845999092674,3.71789155910601,26.3695080991548,3.032659700832,2.46015637605253,0.0652394724826914,33.3481361207811,4.01376590437947,36.3324858513543,0,18.4450295554113,0,38.9965887090182,9.88885263884261,9.28783941868178,36.3552895497199,7.10827668542107,6.22855838291685,1.27208591350506,1.43177949297026,0.202463329039924
"CL131235","CoCM-1 (Onc Dx)","Colon",0.00186109807935787,1.92358751648817,19.6512162143391,1.39745299708109,3.98408192574958,8.86639569887736,0.342130782811573,7.44910723739868,0.000913171775415904,73.4617919926148,25.0594934792874,0.0243390390094237,45.7715747535909,4.3157722076149,14.3522701116876,34.476707176998,3.26198454134245,0.013577369284696,131.841492044488,11.2929872154455,7.33041089226315,0,73.3096911536261,0.00280124653856244,16.5214679412258,5.352000641412,2.01123648209767,27.8714688662639,6.67472919685273,15.7128516960775,0.778926233606666,1.51447722020624,0.0131674471775565
"CL586258","Caco-2","Colon",0,4.19049376103617,10.3882461785054,4.88672747015269,4.43603914885271,14.1838062797237,4.90163588123306,5.94598686667564,0,71.7411154085489,28.0006193781916,0.0128887880047522,42.9154846767734,3.35942489709521,6.93028914126516,17.3773481429909,3.36857053728413,0.0222887635927314,123.739674035722,5.89561039597534,48.3113437928393,0,20.712335890434,0,26.3347226723735,5.43274538232248,2.30008862803988,31.6067162158726,4.6873810573215,0.78795137438438,1.52469542938552,0.46147248297347,0.0185278549773142
"CL586335","CAL-12T","Lung",0.00816309634681529,1.90260033264579,15.935669311446,0.633777370398971,2.98845581024099,10.5967956115769,7.75332976829107,6.81238418590588,0.0226968615163355,114.08861260923,27.9437407646028,0.1756295426834,32.3937372793605,1.92055165946121,52.7319577282313,11.6455297543488,2.36852167344902,0.0397017849610965,92.5689664159016,12.4440061177882,7.22035299719215,0,20.9982259893119,0.168328464391839,13.6519814274833,7.14503692518725,2.98001344678847,27.1863489277451,6.56022847545935,20.4645970214577,1.81209388288414,47.783672622178,0.0440035722358084
"CL586799","Calu-1","Lung",0.0851271425386587,4.8530922728656,18.2334202842174,3.13273311423881,3.1480469977809,9.02593054974874,29.8756632395098,9.52621189653051,0,99.8237834610975,31.6264730254557,0.50838034483191,81.1417956506672,0.866096421131301,43.1460000635264,12.0947285211336,2.37276564885753,0.111591802198358,12.4821439013135,7.89528396893186,9.45203680856707,0,50.0490193938748,0.000800811212003683,20.436579118945,29.1158599689571,3.17002910475349,39.0055701246836,4.04058199354458,10.8686934100284,0.989551099637259,0.0100453318251226,0.217789721783711
"CL586981","CHL-1","Lung",0.00334440783212443,5.49929838231653,32.9208033331777,3.69331158919227,5.19391930535105,9.31469693380091,11.0526375644047,8.32885851813479,0.118150332192989,135.307131562049,42.6282570652228,0.00564354113806963,47.6896914103723,3.6753767985253,0.0330855275830434,35.4545528783313,8.14040691929759,0.0792955767387135,38.2152297139528,9.82706165284258,20.0144488249595,0,12.5895080482317,0.001006772396059,18.4882127436691,14.1334208924017,3.75489499863942,50.7872796709812,3.37430447442124,10.6772758606148,1.89483374036721,32.8225048541568,0
"CL586432","COR-L279","Lung",4.75101996016199,7.51861635377977,34.7230616557199,4.17801343115765,7.48584007111864,5.25587673701818,56.3812338646262,10.9084827893313,0.284698997586398,61.6409541681652,33.5844224188828,0.971847652718682,50.9964741939718,12.711516074413,0.352698584089355,2.15095121771626,3.46031502876755,0.0104777425593588,20.1116174971913,16.1800905950801,13.7888354805545,0,6.88760962581609,0.00562052357849115,17.9486990606152,0.968755103017144,6.79375306530437,37.4645448135372,0.151096778044432,1.80833060701895,3.18138536967276,32.5075547473919,0.174195480894902
"CL586434","COR-L47","Lung",0.0054212999110806,11.209965741892,39.6908526899943,0.0176603965984572,6.04060691564055,6.64388727367414,55.1874163787959,18.6192779599489,0.297923440690467,34.5099128938552,35.8491801068443,0.336196540542171,27.6622049421217,13.8704559132867,0.484263486476132,2.2949651075552,4.25872392045372,0.029662726421662,14.1347959224641,12.9203355564665,2.72239536290723,0,1.55542840751245,0.00081599125692844,18.9498930041832,4.41858118345277,5.56178240803409,40.084653717834,4.20827129397087,0.445072986840126,3.49782004817102,1.33576530639042,0.0821918917553484
"CL586254","COLO 678","Colon",0,3.84337835315405,19.4489719169416,8.79642720874094,4.8502885837802,7.19417357534613,0.0371724180497846,12.3822131719993,0.00436549824355219,75.2393359162312,25.0189208447867,0.138875231240878,51.4739098905958,2.88300476414037,29.2166595830066,190.665476566837,5.00525215907523,0.00811347647837181,135.261272743989,7.79273448779018,9.38569447950852,0,56.6897783636369,1.10815541617871,36.9400083967658,7.19130421341435,4.79131435769293,74.0078562100513,7.88790619313596,12.5562640579272,5.40835695102711,21.5270948222348,0.00449629593038965
"CL584743","CL-11","Colon",0.0225155393689612,3.71373779610079,20.4049958269375,0.317834818111119,3.87191620091801,7.25857004664999,21.0874275130411,6.01345844517015,1.55770310851128,202.51119948076,23.6031877280381,0.00949849562709005,126.1679586796,3.07048957104157,17.4218811950256,13.6524428806888,2.90350299113506,0.068441179082918,18.7342199687029,5.72732873070631,9.35434015113906,0,41.0535915135936,0.00677788854018161,21.0177830967474,7.06391313145986,2.93398219775443,34.2126562171377,5.95473286075819,16.8495433541273,1.83810567571255,15.9698644784677,0.0227570853851799
"CL587250","CoCM-1","Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL131249","COLO 206F","Colon",0,2.13145179620722,17.9651503949961,1.2389886529535,2.72253282000225,3.87632728011245,20.8373764961226,7.26625906960733,0.0958654105730613,100.148295132404,21.2668545347611,0.0395632925277303,93.888420399948,3.2533225999515,10.1569231913102,45.4643954910085,2.01841932564776,0.00475120569141784,113.088640631815,8.03678810664998,6.08676948114102,0,19.5690179645824,0.000784204846638985,15.5347459764608,6.48672412005928,2.52991331195903,32.1162545059177,10.4943507065293,22.3862132719712,1.09248122727756,25.610688054775,0.0289630586332315
"CL583699","COLO 741","Colon",0.0964176003425958,3.4643276627244,8.98275398778515,7.52069718190526,4.15939134596215,8.12779414065404,0,10.0078176498142,0.00525650434623266,308.781642790799,45.0393916205843,0,78.012328554975,2.29015749546984,1.09722675245015,8.8081915048394,1.35848389119931,0.0976945173087849,46.4180477147557,5.62485377325221,7.22782089338973,0,60.6922215693198,0,29.6426252523886,10.0260514798621,3.34887307704107,23.3271301984849,3.24030213979542,4.21307546570284,0.69637317895495,2.62950121365666,0.0974519654037424
"CL586436","COR-L88","Lung",0,4.6940336050513,42.0087854284944,1.44315931738287,5.60189349117862,7.03812924271071,23.8752581222904,11.0901536485037,0.00626427771117453,45.2327214582237,61.3503509776176,2.40212229868163,40.9984488583942,8.23002474456615,0.438338590508949,2.03693227442661,8.02880255990596,0.0232848884723166,18.2157732593962,7.74819022870939,20.5963773659182,0,19.1204963449615,0,23.9790998512896,1.83126014606679,4.38723046871131,29.4153560327176,1.23680908170244,0.664668470552987,2.4318200928628,17.620627700922,0.0206462913019824
"CL131253","COLO 320DM","Colon",0.0576733140871612,3.76959789283164,16.7542913891846,1.75546888761181,2.9235995325976,4.36667154368022,9.28449357374789,6.57574525271153,0,65.9198502907163,35.3083362064138,0,19.5965434008615,2.89845704803884,0.0104880522149042,7.99683515474569,3.80386495121335,0.401024714648343,21.3012716400553,11.804702058106,12.7032592610898,0,14.5711015871187,0,9.19199469241419,10.4145805186279,2.73721691964874,52.4118142881475,2.82569969516714,2.49443737501345,3.57354229119378,24.166948240115,0.0473622757017507
"CL586248","C170","Colon",0,3.94744840216923,11.8309883812665,0.805267959975392,2.18743841837629,3.18595900795987,0.0178067893457361,5.39936851830421,0.00418242942969191,114.246171486094,27.7210614903283,0.0593337529849721,59.0061680031677,0.662381547737319,5.90781756390244,19.7694210913438,3.15110244154867,0.17101116526808,30.9994151449342,5.28463721109092,9.45402488474288,0,29.4358886172257,0,7.85361939958542,7.01214060587287,1.87634073553529,39.8052249995586,6.95616593977337,4.62208586275918,1.39235312407278,25.1386902526573,0.00861548413248873
"CL586614","CW-2","Colon",0,2.68236261007554,16.1590688988131,0.887912779665109,4.07338155641254,3.87783815360891,1.01321966599443,5.33853094283797,0.002034045903397,97.0480666271091,29.2842257652593,0.067330328345233,59.503859208217,2.95780161718051,4.63299416761734,44.596442962666,3.21419738105327,0.064266231580269,101.445635393801,6.8246956208967,9.33223505703796,0,15.0901246473417,0.00155991024897065,22.5818790820879,5.90368232784732,2.02498933246685,35.0414586434368,5.3198212805636,6.21732105589076,2.54689877252792,44.856372908589,0.0879895526036386
"CL129310","EKVX","Lung",0.0160579547691777,2.95887389529315,14.3925670266235,6.01568503127371,2.36998901189571,3.460610069887,12.0427285401581,7.87190716164481,0,110.03777019589,23.0635983039018,0.230325286118642,53.3837129253127,3.88156858280767,27.113321031983,31.099307445106,2.61433682140511,0.571098763330526,63.2186858748718,4.71185493131244,5.95355490330999,0.113628982513656,26.5903370540784,1.70155096400219,24.6232575653991,9.05248468828837,2.16043772911645,61.2522293340002,9.97782552931976,6.06423279303326,1.55896998659426,1.06114440583895,0.0405755600393591
"CL586256","HCT-8","Colon",0,4.79821416117425,12.3354774416223,1.94207494501817,1.69106697900615,5.91554733266917,0,5.12555245374046,0.0260015754528138,113.70181719467,35.6035883732935,0.0312980263497587,72.6385110197934,1.24351808031488,8.20291085554557,18.2612140699576,3.64464383938753,0.144975321762142,60.54019784842,3.95218001829213,12.2239146348793,0,23.8982559646382,0.000797624556466292,27.4283027290108,6.62490621027679,2.06778951397518,30.3995733318663,6.69008352213,4.27839534936313,1.4734197981904,18.6299777005807,0.0214245011899629
"CL586477","DMS 114","Lung",0.00258373594810393,5.92583747929919,25.7440966839684,0.467130398155035,4.39735189103107,7.15210824107308,6.73601322300483,20.0492068833472,0.0152129203878391,110.65560017125,60.2678937306184,0.0217997039311014,53.0125200196523,9.12775116995284,1.16374813899011,18.9083025291457,3.10419223234795,5.31549367137633,42.4344457484498,4.73486942507411,11.7051942900535,0,0.140108479858872,0.00077778613190366,9.10089767339304,10.8658280715373,5.89728992677496,75.1529372711583,17.0982554599776,0.0703608345449773,1.14746808812364,1.41469344046555,0.0104458167526409
"CL132492","HCT-15","Colon",0,5.60133607189977,21.7157524457322,2.41714647975385,5.01685744140709,6.97143698443475,0.0125510254784026,5.55965703435408,0,111.039581162909,27.4864962170804,0.0329499543695467,55.5345296121622,1.70511339373291,13.4502727312861,30.5415785193642,3.40903603810452,0.109578505075545,46.6393767518213,5.95608691094756,13.6636802467993,0,18.8491934847031,0,31.4207790013451,12.8775426628155,2.61891301535528,37.3271134841966,7.90540389620097,4.12404838864061,1.67302950890567,32.9421408279877,0
"CL588325","CUTO-3 (Ignyta)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586136","DMS 79","Lung",7.57320289444341,10.9098865985586,52.8191557839444,14.9677018185113,7.63121532989597,21.5669931041009,30.7838322684637,19.5371606820644,0.00368274496784754,68.7800742589997,35.094678034112,0.42534828824653,33.114432887987,19.7181481215139,7.97552187029414,3.53715504073143,3.15372528419748,0.0319412265661754,19.4095892377941,18.5841887029543,12.2382352785143,0,20.3307493137996,0,23.2295347196938,0.528646347789638,4.31687250241737,43.4249808590857,0.190095513892959,15.5621104981907,1.99245565601087,12.3194401655009,0.705514036091035
"CL586314","DV-90","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL129467","EBC-1","Lung",0.0101928902782466,6.18177247818727,17.4120379252641,3.88490344877711,3.5508453997741,13.215779711349,0.361981594407862,11.3558956537974,0,95.6336667494302,30.282083063699,0.473001487389113,45.3090211541299,3.53141494235847,34.5571358801043,14.683692704095,5.37820705394376,0.0185901856706406,38.116623731587,9.50919923655672,14.8860797192008,0,989.16698750282,0.541569411149303,14.2129293107184,11.7097120740389,4.72395569944334,27.6233379325684,6.29997853458965,10.5968302863465,1.03444938033695,1.03921958625593,0.0206044785854518
"CL586255","CX-1","Colon",0,2.094401919372,6.63006669240418,3.28353445717377,1.40436664680471,4.29977451459656,27.0073930863548,7.70464847192518,0,32.6561500552145,40.5066518073665,0.14138406228257,46.2522224164934,2.65451941056368,6.34728846849108,27.1079637019705,3.09403900062501,2.28753306130524,32.8765832957103,4.32685805027684,7.60399015153578,0.071864255613975,34.8054630203637,0.00535012784856643,22.9269656027765,2.04382586766867,1.62416537052739,32.1841935030382,5.0899031300882,2.09863874762132,0.694221687387297,24.5149487969938,0.0256618721196263
"CL588323","CUTO-28 (Ignyta)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL583695","DLD-1","Colon",0,5.17865625616286,20.8365060175112,3.46400502559716,4.32482999365174,6.99013058284106,0,5.53374881384846,0.0188869759254781,129.017794603162,33.0309031440661,0.0202983946950642,90.1160963754375,2.24042661731648,11.418428940304,24.229427046699,3.8056225507773,0.0351023013570728,43.3108550054591,8.41558649765634,13.9063184560039,0,25.8452015794847,0.00289688519506973,20.4079558516171,12.8161791048118,1.68206923630426,35.3655102523793,5.88458759659388,6.99856502976168,1.85237295127793,26.7268701447545,0.00972643078215904
